4 0.9931697E-01 0.1660463 0.3895555 0.9998777E-02 0.7257895E-02 1.437574 0.1746891E-01  1.32759  
3 0.9930047E-01 0.1660271 0.3895611 0.9998578E-02 0.7257645E-02 1.437573 0.1746893E-01  1.32765  
2 0.9935254E-01 0.1660564 0.3895582 0.9999351E-02 0.7258822E-02 1.437575 0.1746833E-01  1.32728  
5 0.9932565E-01 0.1660495 0.3895645 0.9997754E-02 0.7258215E-02 1.437571 0.1746951E-01  1.32759  
4 0.9931482E-01 0.1660222 0.3895621 0.9998822E-02 0.7257844E-02 1.437574 0.1746864E-01  1.32746  
4 0.9936877E-01 0.1660604 0.3895612 0.9999713E-02 0.7259412E-02 1.437578 0.1746788E-01  1.32713  
4 0.9930006E-01 0.1659731 0.3895695 0.9998467E-02 0.7257209E-02 1.437571 0.1746886E-01  1.32730  
1 0.9925806E-01 0.1660090 0.3895600 0.9997684E-02 0.7256432E-02 1.437567 0.1747001E-01  1.32800  
6 0.9935837E-01 0.1660571 0.3895584 0.9999566E-02 0.7259093E-02 1.437578 0.1746801E-01  1.32722  
1 0.9925806E-01 0.1660090 0.3895600 0.9997684E-02 0.7256432E-02 1.437567 0.1747001E-01  1.32800  
2 0.9935249E-01 0.1660573 0.3895580 0.9999352E-02 0.7258834E-02 1.437575 0.1746833E-01  1.32728  
4 0.9934302E-01 0.1660202 0.3895638 0.9999177E-02 0.7258486E-02 1.437575 0.1746830E-01  1.32715  
2 0.9933338E-01 0.1660065 0.3895669 0.9998974E-02 0.7258048E-02 1.437574 0.1746850E-01  1.32716  
5 0.9936554E-01 0.1660613 0.3895583 0.9999675E-02 0.7259146E-02 1.437577 0.1746794E-01  1.32716  
4 0.9936629E-01 0.1660514 0.3895618 0.9999596E-02 0.7259337E-02 1.437577 0.1746792E-01  1.32710  
3 0.9936558E-01 0.1660662 0.3895565 0.9999612E-02 0.7259045E-02 1.437577 0.1746805E-01  1.32719  
1 0.9925806E-01 0.1660090 0.3895600 0.9997684E-02 0.7256432E-02 1.437567 0.1747001E-01  1.32800  
1 0.9925806E-01 0.1660090 0.3895600 0.9997684E-02 0.7256432E-02 1.437567 0.1747001E-01  1.32800  
4 0.9935659E-01 0.1660368 0.3895657 0.9999470E-02 0.7259037E-02 1.437577 0.1746805E-01  1.32711  
3 0.9930858E-01 0.1659940 0.3895699 0.9997812E-02 0.7257586E-02 1.437570 0.1746956E-01  1.32739  
2 0.9933338E-01 0.1660065 0.3895669 0.9998974E-02 0.7258048E-02 1.437574 0.1746850E-01  1.32716  
